,adeop1,adeop2,lysop1,lysop2,adewt1,adewt2,lyswt1,lyswt2,glucose,adenine,lysine
188,44,70,33,112,230,214,173,209,6893.206707525838,9003.028795675655,6383.887039087925
189,44,70,33,112,230,215,173,208,6893.206707525838,9003.028795675655,6383.887039087925
190,44,70,33,112,230,216,173,208,6893.206707525838,9003.028795675655,6383.887039087925
191,43,70,33,112,230,216,173,208,6893.206707525838,9003.028795675655,6383.887039087925
192,43,70,33,112,228,216,174,208,6893.206707525838,9003.028795675655,6383.887039087925
193,43,70,33,112,227,216,174,209,6893.206707525838,9003.028795675655,6383.887039087925
194,43,70,33,112,225,215,174,209,6893.206707525838,9003.028795675655,6383.887039087925
195,43,70,33,113,225,215,173,208,6893.206707525838,9003.028795675655,6383.887039087925
196,42,70,33,113,224,215,173,209,6893.206707525838,9003.028795675655,6383.887039087925
197,42,70,32,113,224,215,174,209,6893.206707525838,9003.028795675655,6383.887039087925
198,42,70,32,113,224,215,174,209,6893.206707525838,9003.028795675655,6383.887039087925
199,42,70,32,113,225,215,173,209,6893.206707525838,9003.028795675655,6383.887039087925
200,42,70,32,113,225,215,173,210,6893.206707525838,9003.028795675655,6383.887039087925
201,42,69,32,113,225,215,174,210,6893.206707525838,9003.028795675655,6383.887039087925
202,42,69,32,113,224,215,174,210,6893.206707525838,9003.028795675655,6383.887039087925
203,42,69,32,113,224,215,175,211,6893.206707525838,9003.028795675655,6383.887039087925
204,42,69,32,112,224,215,175,211,6893.206707525838,9003.028795675655,6383.887039087925
205,42,69,32,114,223,216,175,211,6893.206707525838,9003.028795675655,6383.887039087925
206,42,69,32,114,223,216,175,210,6893.206707525838,9003.028795675655,6383.887039087925
207,42,69,32,114,223,216,175,210,6893.206707525838,9003.028795675655,6383.887039087925
208,42,69,32,114,223,217,176,210,6893.206707525838,9003.028795675655,6383.887039087925
209,42,69,32,114,222,217,176,207,6893.206707525838,9003.028795675655,6383.887039087925
210,42,70,32,114,222,217,175,208,6893.206707525838,9003.028795675655,6383.887039087925
211,42,70,32,114,222,217,175,208,6893.206707525838,9003.028795675655,6383.887039087925
212,42,70,32,114,222,217,175,208,6893.206707525838,9003.028795675655,6383.887039087925
213,42,70,32,113,222,215,175,208,6893.206707525838,9003.028795675655,6383.887039087925
214,42,70,32,113,222,215,175,207,6893.206707525838,9003.028795675655,6383.887039087925
215,42,70,32,113,222,215,175,207,6893.206707525838,9003.028795675655,6383.887039087925
216,41,70,32,113,222,216,175,205,6893.206707525838,9003.028795675655,6383.887039087925
217,41,70,32,113,223,216,174,205,6893.206707525838,9003.028795675655,6383.887039087925
218,41,70,32,114,223,215,172,205,6893.206707525838,9003.028795675655,6383.887039087925
219,41,70,32,114,224,215,172,205,6893.206707525838,9003.028795675655,6383.887039087925
220,41,70,32,114,225,215,173,205,6893.206707525838,9003.028795675655,6383.887039087925
221,41,70,32,114,225,214,173,205,6893.206707525838,9003.028795675655,6383.887039087925
222,41,70,32,114,224,214,173,205,6893.206707525838,9003.028795675655,6383.887039087925
223,41,70,32,114,224,214,173,205,6893.206707525838,9003.028795675655,6383.887039087925
224,41,70,32,114,224,214,173,205,6893.206707525838,9003.028795675655,6383.887039087925
225,41,70,32,114,223,214,173,205,6893.206707525838,9003.028795675655,6383.887039087925
226,42,70,32,114,223,214,173,205,6893.206707525838,9003.028795675655,6383.887039087925
227,42,70,32,114,223,213,173,205,6893.206707525838,9003.028795675655,6383.887039087925
228,42,70,32,114,223,213,173,205,6893.206707525838,9003.028795675655,6383.887039087925
229,42,70,32,114,223,212,173,204,6893.206707525838,9003.028795675655,6383.887039087925
230,42,70,32,114,222,213,173,204,6893.206707525838,9003.028795675655,6383.887039087925
231,42,70,32,115,222,213,173,204,6893.206707525838,9003.028795675655,6383.887039087925
232,42,70,32,114,222,213,173,204,6893.206707525838,9003.028795675655,6383.887039087925
233,42,70,32,114,221,213,173,204,6893.206707525838,9003.028795675655,6383.887039087925
234,42,70,32,115,221,213,172,204,6893.206707525838,9003.028795675655,6383.887039087925
235,42,70,32,115,221,213,172,204,6893.206707525838,9003.028795675655,6383.887039087925
236,42,70,32,115,222,213,171,204,6893.206707525838,9003.028795675655,6383.887039087925
237,42,69,32,115,222,213,170,204,6893.206707525838,9003.028795675655,6383.887039087925
238,42,69,32,115,220,212,170,203,6893.206707525838,9003.028795675655,6383.887039087925
239,42,69,32,115,220,212,170,203,6893.206707525838,9003.028795675655,6383.887039087925
240,42,69,32,115,220,211,170,203,6893.206707525838,9003.028795675655,6383.887039087925
241,42,69,32,115,219,210,169,203,6893.206707525838,9003.028795675655,6383.887039087925
242,42,69,32,115,218,207,169,203,6893.206707525838,9003.028795675655,6383.887039087925
243,42,69,32,115,218,205,169,202,6893.206707525838,9003.028795675655,6383.887039087925
244,42,69,32,115,217,205,169,202,6893.206707525838,9003.028795675655,6383.887039087925
245,41,69,32,115,217,204,169,202,6893.206707525838,9003.028795675655,6383.887039087925
246,41,69,32,115,217,202,169,202,6893.206707525838,9003.028795675655,6383.887039087925
247,41,68,32,115,216,201,169,202,6893.206707525838,9003.028795675655,6383.887039087925
248,41,68,32,116,215,201,169,202,6893.206707525838,9003.028795675655,6383.887039087925
249,41,68,32,116,214,200,169,201,6893.206707525838,9003.028795675655,6383.887039087925
250,41,68,32,116,213,200,169,201,6893.206707525838,9003.028795675655,6383.887039087925
251,41,67,32,115,213,199,169,201,6893.206707525838,9003.028795675655,6383.887039087925
252,41,67,33,115,212,199,169,201,6893.206707525838,9003.028795675655,6383.887039087925
253,41,67,32,115,210,199,169,201,6893.206707525838,9003.028795675655,6383.887039087925
254,41,67,32,115,211,198,169,201,6893.206707525838,9003.028795675655,6383.887039087925
255,40,67,32,115,211,198,169,201,6893.206707525838,9003.028795675655,6383.887039087925
256,39,67,32,116,211,198,169,201,6893.206707525838,9003.028795675655,6383.887039087925
257,39,67,32,116,212,198,169,200,6893.206707525838,9003.028795675655,6383.887039087925
258,39,66,32,115,210,196,169,200,6893.206707525838,9003.028795675655,6383.887039087925
259,39,66,32,115,209,196,169,200,6893.206707525838,9003.028795675655,6383.887039087925
260,39,66,32,115,209,196,169,200,6893.206707525838,9003.028795675655,6383.887039087925
261,39,66,32,116,207,195,169,200,6893.206707525838,9003.028795675655,6383.887039087925
262,39,66,32,116,206,195,168,200,6893.206707525838,9003.028795675655,6383.887039087925
263,39,65,32,116,206,194,166,201,6893.206707525838,9003.028795675655,6383.887039087925
264,38,65,32,115,207,193,167,201,6893.206707525838,9003.028795675655,6383.887039087925
265,38,65,32,115,206,193,167,201,6893.206707525838,9003.028795675655,6383.887039087925
266,38,65,32,115,205,193,167,201,6893.206707525838,9003.028795675655,6383.887039087925
267,36,65,32,115,204,193,166,201,6893.206707525838,9003.028795675655,6383.887039087925
268,36,65,32,114,202,193,166,201,6893.206707525838,9003.028795675655,6383.887039087925
269,36,65,32,112,202,193,166,201,6893.206707525838,9003.028795675655,6383.887039087925
270,36,65,32,112,202,192,166,201,6893.206707525838,9003.028795675655,6383.887039087925
271,36,65,32,112,202,192,166,200,6893.206707525838,9003.028795675655,6383.887039087925
272,36,65,32,112,202,193,165,200,6893.206707525838,9003.028795675655,6383.887039087925
273,36,65,32,112,201,194,165,200,6893.206707525838,9003.028795675655,6383.887039087925
274,36,65,32,112,203,194,165,200,6893.206707525838,9003.028795675655,6383.887039087925
275,36,65,32,112,203,192,165,200,6893.206707525838,9003.028795675655,6383.887039087925
276,36,65,31,112,200,191,165,200,6893.206707525838,9003.028795675655,6383.887039087925
277,36,65,32,112,200,191,164,200,6893.206707525838,9003.028795675655,6383.887039087925
278,36,65,32,112,200,191,164,200,6893.206707525838,9003.028795675655,6383.887039087925
279,35,64,32,112,199,191,164,200,6893.206707525838,9003.028795675655,6383.887039087925
280,35,64,32,111,199,191,164,200,6893.206707525838,9003.028795675655,6383.887039087925
281,35,64,31,111,199,190,164,199,6893.206707525838,9003.028795675655,6383.887039087925
282,35,64,31,111,199,190,164,199,6893.206707525838,9003.028795675655,6383.887039087925
283,35,64,31,111,199,190,166,199,6893.206707525838,9003.028795675655,6383.887039087925
284,35,64,31,111,198,190,166,198,6893.206707525838,9003.028795675655,6383.887039087925
285,35,64,31,110,197,188,166,197,6893.206707525838,9003.028795675655,6383.887039087925
286,35,64,31,110,197,188,166,196,6893.206707525838,9003.028795675655,6383.887039087925
287,35,64,31,110,196,186,166,196,6893.206707525838,9003.028795675655,6383.887039087925
288,35,64,31,110,196,185,166,195,6893.206707525838,9003.028795675655,6383.887039087925
289,35,63,31,110,195,184,166,195,6893.206707525838,9003.028795675655,6383.887039087925
290,35,63,31,110,194,184,166,196,6893.206707525838,9003.028795675655,6383.887039087925
291,35,63,31,110,191,183,166,196,6893.206707525838,9003.028795675655,6383.887039087925
292,35,63,31,110,190,183,166,196,6893.206707525838,9003.028795675655,6383.887039087925
293,35,63,31,110,190,181,166,196,6893.206707525838,9003.028795675655,6383.887039087925
294,34,63,31,110,189,179,166,196,6893.206707525838,9003.028795675655,6383.887039087925
295,34,62,31,110,189,177,166,196,6893.206707525838,9003.028795675655,6383.887039087925
296,34,61,31,110,189,176,166,196,6893.206707525838,9003.028795675655,6383.887039087925
297,34,61,31,109,187,175,166,197,6893.206707525838,9003.028795675655,6383.887039087925
298,34,61,31,109,186,175,165,196,6893.206707525838,9003.028795675655,6383.887039087925
299,34,60,31,108,186,175,164,196,6893.206707525838,9003.028795675655,6383.887039087925
300,34,60,31,108,185,175,164,196,6893.206707525838,9003.028795675655,6383.887039087925
301,34,61,31,108,185,175,165,197,6893.206707525838,9003.028795675655,6383.887039087925
302,34,61,31,108,185,175,164,197,6893.206707525838,9003.028795675655,6383.887039087925
303,34,61,30,107,185,175,164,197,6893.206707525838,9003.028795675655,6383.887039087925
304,34,62,30,107,184,175,163,196,6893.206707525838,9003.028795675655,6383.887039087925
305,34,62,30,107,184,174,163,195,6893.206707525838,9003.028795675655,6383.887039087925
306,34,62,30,107,184,174,163,195,6893.206707525838,9003.028795675655,6383.887039087925
307,34,62,30,106,184,173,163,195,6893.206707525838,9003.028795675655,6383.887039087925
308,34,62,30,106,183,174,164,195,6893.206707525838,9003.028795675655,6383.887039087925
309,34,62,30,107,183,174,164,194,6893.206707525838,9003.028795675655,6383.887039087925
310,33,62,30,107,183,174,163,193,6893.206707525838,9003.028795675655,6383.887039087925
311,33,62,29,107,184,174,163,193,6893.206707525838,9003.028795675655,6383.887039087925
312,32,62,29,107,182,174,163,193,6893.206707525838,9003.028795675655,6383.887039087925
313,32,62,29,107,182,174,163,193,6893.206707525838,9003.028795675655,6383.887039087925
314,32,62,29,106,182,174,163,193,6893.206707525838,9003.028795675655,6383.887039087925
315,32,62,29,106,181,173,163,193,6893.206707525838,9003.028795675655,6383.887039087925
